,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
83,9919-YLNNG,Female,False,False,False,42,True,False,Fiber optic,False,True,True,True,True,True,Month-to-month,True,Bank transfer (automatic),103.80000305175781,4327.5,False
84,0318-ZOPWS,Female,False,True,False,49,True,False,No,,,,,,,Two year,True,Bank transfer (automatic),20.149999618530273,973.3499755859375,False
85,4445-ZJNMU,Male,False,False,False,9,True,True,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Credit card (automatic),99.30000305175781,918.75,False
86,4808-YNLEU,Female,False,True,False,35,True,False,DSL,True,False,False,False,True,False,One year,True,Bank transfer (automatic),62.150001525878906,2215.449951171875,False
87,1862-QRWPE,Female,False,True,True,48,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),20.649999618530273,1057.0,False
88,2796-NNUFI,Female,False,True,True,46,True,False,No,,,,,,,Two year,True,Mailed check,19.950000762939453,927.0999755859375,False
89,3016-KSVCP,Male,False,True,False,29,False,,DSL,False,False,False,False,True,False,Month-to-month,False,Mailed check,33.75,1009.25,False
90,4767-HZZHQ,Male,False,True,True,30,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,False,Bank transfer (automatic),82.05000305175781,2570.199951171875,False
91,2424-WVHPL,Male,True,False,False,1,True,False,Fiber optic,False,False,False,True,False,False,Month-to-month,False,Electronic check,74.69999694824219,74.69999694824219,False
92,7233-PAHHL,Male,False,True,True,66,True,True,DSL,True,False,True,True,True,True,Two year,True,Mailed check,84.0,5714.25,False
93,6067-NGCEU,Female,False,False,False,65,True,True,Fiber optic,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),111.05000305175781,7107.0,False
94,9848-JQJTX,Male,False,False,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),100.9000015258789,7459.0498046875,False
95,8637-XJIVR,Female,False,False,False,12,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,78.94999694824219,927.3499755859375,True
96,9803-FTJCG,Male,False,True,True,71,True,True,DSL,True,True,False,True,False,False,One year,True,Credit card (automatic),66.8499984741211,4748.7001953125,False
97,0278-YXOOG,Male,False,False,False,5,True,False,No,,,,,,,Month-to-month,False,Mailed check,21.049999237060547,113.8499984741211,True
98,3212-KXOCR,Male,False,False,False,52,True,False,No,,,,,,,Two year,False,Bank transfer (automatic),21.0,1107.199951171875,False
99,4598-XLKNJ,Female,True,True,False,25,True,False,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,98.5,2514.5,True
100,6380-ARCEH,Male,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.200000762939453,20.200000762939453,False
101,3679-XASPY,Female,False,True,True,1,True,False,No,,,,,,,Month-to-month,False,Electronic check,19.450000762939453,19.450000762939453,False
102,7123-WQUHX,Male,False,False,False,38,True,True,Fiber optic,False,False,True,True,True,False,One year,False,Bank transfer (automatic),95.0,3605.60009765625,False
103,5386-THSLQ,Female,True,True,False,66,False,,DSL,False,True,True,False,True,False,One year,False,Bank transfer (automatic),45.54999923706055,3027.25,False
104,3192-NQECA,Male,False,True,False,68,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Bank transfer (automatic),110.0,7611.85009765625,True
105,6180-YBIQI,Male,False,False,False,5,False,,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,24.299999237060547,100.19999694824219,False
106,6728-DKUCO,Female,False,True,True,72,True,True,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,104.1500015258789,7303.0498046875,False
107,9750-BOOHV,Female,False,False,False,32,False,,DSL,True,False,False,False,False,False,One year,False,Mailed check,30.149999618530273,927.6500244140625,False
108,8597-CWYHH,Male,False,False,False,43,True,True,Fiber optic,False,False,False,False,True,True,One year,False,Mailed check,94.3499984741211,3921.300048828125,False
109,2848-YXSMW,Male,False,True,True,72,True,False,No,,,,,,,Two year,False,Credit card (automatic),19.399999618530273,1363.25,False
110,0486-HECZI,Male,False,True,False,55,True,True,Fiber optic,True,True,False,False,True,False,Month-to-month,True,Electronic check,96.75,5238.89990234375,True
111,4549-ZDQYY,Female,False,False,False,52,True,False,DSL,True,False,True,True,False,False,One year,False,Credit card (automatic),57.95000076293945,3042.25,False
112,5712-AHQNN,Female,False,False,False,43,True,False,Fiber optic,False,True,True,False,True,False,Month-to-month,True,Electronic check,91.6500015258789,3954.10009765625,False
113,4846-WHAFZ,Female,True,True,False,37,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,76.5,2868.14990234375,True
114,5256-SKJGO,Female,False,True,True,64,False,,DSL,False,True,False,True,True,True,Two year,True,Electronic check,54.599998474121094,3423.5,False
115,3071-VBYPO,Male,False,True,True,3,True,False,Fiber optic,True,True,False,False,True,False,Month-to-month,False,Electronic check,89.8499984741211,248.39999389648438,False
116,9560-BBZXK,Female,False,False,False,36,False,,DSL,True,False,False,False,False,False,Two year,False,Bank transfer (automatic),31.049999237060547,1126.3499755859375,False
117,5299-RULOA,Female,False,True,True,10,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,True,Electronic check,100.25,1064.6500244140625,True
118,8402-OOOHJ,Female,False,False,False,41,True,False,No,,,,,,,Two year,False,Mailed check,20.649999618530273,835.1500244140625,False
119,9445-ZUEQE,Male,False,True,True,27,True,True,Fiber optic,False,True,False,True,False,False,Month-to-month,True,Credit card (automatic),85.19999694824219,2151.60009765625,False
120,1091-SOZGA,Female,False,True,True,56,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),99.80000305175781,5515.4501953125,False
121,2928-HLDBA,Female,False,False,False,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.700000762939453,112.75,False
122,0404-SWRVG,Male,False,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,74.4000015258789,229.5500030517578,True
123,6497-TILVL,Female,False,True,True,7,True,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,50.70000076293945,350.3500061035156,False
124,7219-TLZHO,Female,False,True,True,4,True,False,No,,,,,,,Month-to-month,False,Mailed check,20.850000381469727,62.900001525878906,False
125,4622-YNKIJ,Male,False,False,False,33,True,False,Fiber optic,True,False,False,True,True,False,Two year,True,Electronic check,88.94999694824219,3027.64990234375,False
126,4412-YLTKF,Female,True,False,False,27,True,True,Fiber optic,False,False,True,False,False,False,Month-to-month,True,Electronic check,78.05000305175781,2135.5,True
127,6734-PSBAW,Male,False,True,False,72,True,True,No,,,,,,,Two year,True,Bank transfer (automatic),23.549999237060547,1723.949951171875,False
128,3930-ZGWVE,Male,False,False,False,1,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.75,19.75,False
129,2639-UGMAZ,Male,True,False,False,71,False,,DSL,True,True,False,False,True,True,One year,True,Electronic check,56.45000076293945,3985.35009765625,False
130,2876-GZYZC,Female,False,False,False,13,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,85.94999694824219,1215.6500244140625,False
131,6207-WIOLX,Female,False,True,True,25,False,,DSL,True,True,True,False,True,True,Month-to-month,True,Credit card (automatic),58.599998474121094,1502.6500244140625,True
132,8587-XYZSF,Male,False,False,False,67,True,False,DSL,False,False,False,True,False,False,Two year,False,Bank transfer (automatic),50.54999923706055,3260.10009765625,False
133,3091-FYHKI,Male,False,False,False,1,False,,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.45000076293945,35.45000076293945,True
134,2372-HWUHI,Male,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,44.349998474121094,81.25,True
135,7799-LGRDP,Female,False,False,False,43,True,True,No,,,,,,,Two year,True,Credit card (automatic),25.700000762939453,1188.199951171875,False
136,7850-VWJUU,Female,False,False,False,23,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),75.0,1778.5,False
137,3774-VBNXY,Female,False,True,True,64,True,False,No,,,,,,,Two year,False,Mailed check,20.200000762939453,1277.75,False
138,6217-KDYWC,Male,False,False,True,57,True,False,No,,,,,,,Two year,True,Mailed check,19.600000381469727,1170.550048828125,False
139,0390-DCFDQ,Female,True,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,70.44999694824219,70.44999694824219,True
140,3146-MSEGF,Female,True,True,True,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Credit card (automatic),88.05000305175781,6425.64990234375,False
141,4080-OGPJL,Female,False,False,False,8,True,True,DSL,True,False,False,True,False,True,Month-to-month,False,Electronic check,71.1500015258789,563.6500244140625,True
142,1095-WGNGG,Female,False,True,False,61,True,True,Fiber optic,False,True,False,False,True,True,Two year,True,Bank transfer (automatic),101.05000305175781,5971.25,False
143,2636-SJDOU,Male,False,False,False,64,True,True,Fiber optic,True,True,False,False,False,False,One year,True,Credit card (automatic),84.30000305175781,5289.0498046875,False
144,1131-QQZEB,Male,True,True,False,71,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),23.950000762939453,1756.199951171875,False
145,5716-EZXZN,Female,False,True,True,65,True,True,Fiber optic,True,True,False,True,True,False,Two year,True,Credit card (automatic),99.05000305175781,6416.7001953125,False
146,6837-BJYDQ,Male,False,False,False,3,True,False,No,,,,,,,One year,False,Mailed check,19.600000381469727,61.349998474121094,False
147,2135-RXIHG,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.650001525878906,45.650001525878906,True
148,6440-DKQGE,Male,False,False,True,30,True,False,DSL,False,True,True,False,True,False,One year,False,Credit card (automatic),64.5,1929.949951171875,False
149,3466-BYAVD,Male,False,True,True,15,True,False,DSL,False,True,True,True,False,True,Month-to-month,True,Mailed check,69.5,1071.4000244140625,False
150,3780-YVMFA,Female,False,True,True,8,True,False,DSL,False,False,False,True,True,True,Month-to-month,True,Electronic check,68.55000305175781,564.3499755859375,False
151,3874-EQOEP,Male,False,False,False,7,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,False,Mailed check,95.0,655.5,True
152,1679-JRFBR,Female,False,True,True,70,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),108.1500015258789,7930.5498046875,False
153,9073-ZZIAY,Male,False,True,True,62,True,False,DSL,True,True,True,True,True,True,Two year,False,Electronic check,86.0999984741211,5215.25,False
154,3077-RSNTJ,Female,False,True,True,6,True,False,No,,,,,,,Month-to-month,False,Mailed check,19.700000762939453,113.5,False
155,6551-GNYDG,Female,False,True,True,14,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Bank transfer (automatic),80.9000015258789,1152.800048828125,False
156,9167-APMXZ,Female,False,False,False,22,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),84.1500015258789,1821.949951171875,False
157,2749-CTKAJ,Male,False,True,True,22,True,False,No,,,,,,,One year,False,Mailed check,20.149999618530273,419.8999938964844,False
158,6371-NZYEG,Male,False,True,True,16,True,False,DSL,True,False,True,False,True,False,Two year,False,Mailed check,64.25,1024.0,False
159,7554-NEWDD,Male,False,False,False,10,True,True,No,,,,,,,Two year,False,Bank transfer (automatic),25.700000762939453,251.60000610351562,False
160,8992-VONJD,Female,False,False,True,13,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,56.0,764.5499877929688,False
161,0867-MKZVY,Female,False,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4000015258789,1592.3499755859375,True
162,4482-EWFMI,Female,False,False,False,2,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,69.69999694824219,135.1999969482422,False
163,4648-YPBTM,Male,False,False,False,53,True,True,DSL,False,True,True,True,False,True,Two year,True,Bank transfer (automatic),73.9000015258789,3958.25,False
164,2907-ILJBN,Female,False,True,True,11,True,False,No,,,,,,,One year,False,Mailed check,20.600000381469727,233.89999389648438,False
165,6345-FZOQH,Male,False,True,False,69,True,False,No,,,,,,,Two year,False,Mailed check,19.899999618530273,1363.449951171875,False
166,3376-BMGFE,Female,False,False,False,4,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),70.9000015258789,273.0,True
167,5997-OPVFA,Male,False,True,False,72,True,True,DSL,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),89.05000305175781,6254.4501953125,False
168,3445-HXXGF,Male,True,True,False,58,False,,DSL,False,True,True,False,False,True,Month-to-month,True,Electronic check,45.29999923706055,2651.199951171875,True
169,1159-WFSGR,Female,False,True,True,16,True,False,No,,,,,,,Month-to-month,False,Electronic check,20.399999618530273,321.3999938964844,False
170,7654-YWJUF,Male,False,True,False,43,True,False,Fiber optic,True,False,True,True,False,False,One year,True,Bank transfer (automatic),84.25,3539.25,False
171,1875-QIVME,Female,False,True,False,2,True,True,Fiber optic,False,False,True,True,True,True,Month-to-month,True,Electronic check,104.4000015258789,242.8000030517578,True
172,6727-IOTLZ,Male,False,True,False,14,True,False,DSL,False,True,True,True,True,True,Two year,False,Mailed check,81.94999694824219,1181.75,False
173,0691-JVSYA,Female,False,True,False,53,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Bank transfer (automatic),94.8499984741211,5000.2001953125,True
174,5918-VUKWP,Female,False,False,False,32,True,False,No,,,,,,,One year,False,Bank transfer (automatic),20.549999237060547,654.5499877929688,False
175,1744-JHKYS,Female,False,True,False,34,True,True,No,,,,,,,Month-to-month,False,Electronic check,24.700000762939453,780.2000122070312,False
176,2656-FMOKZ,Female,True,False,False,15,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,74.44999694824219,1145.699951171875,True
177,2070-FNEXE,Female,True,False,False,7,True,False,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),76.44999694824219,503.6000061035156,True
178,5947-SGKCL,Female,False,True,True,15,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Bank transfer (automatic),105.3499984741211,1559.25,False
179,3712-PKXZA,Male,False,True,False,61,True,False,No,,,,,,,One year,True,Credit card (automatic),20.549999237060547,1252.0,False
180,6317-YPKDH,Female,False,False,False,1,False,,DSL,False,True,False,False,False,False,Month-to-month,False,Bank transfer (automatic),29.950000762939453,29.950000762939453,True
181,6582-OIVSP,Female,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Mailed check,45.29999923706055,45.29999923706055,False
182,9367-WXLCH,Male,False,False,False,8,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),84.5,662.6500244140625,True
183,5524-KHNJP,Male,False,True,True,33,True,False,DSL,True,False,True,False,True,True,One year,False,Credit card (automatic),74.75,2453.300048828125,False
184,1918-ZBFQJ,Female,False,False,False,13,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,79.25,1111.6500244140625,True
185,1024-GUALD,Female,False,True,False,1,False,,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,24.799999237060547,24.799999237060547,True
